raw_kpi_name,row_count,row_ratio,cumulative_row_ratio,unique_component_count,existing_bank_safe_v1_status,source_family,entity_scope,semantic_family,metric_kind,unit_hint,candidate_existing_slot,candidate_new_slot,recommended_action,confidence,transform_hint,reason
Container-DOCKER_CONTAINER_ac3ba8476104--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemLimit,4,3.273833054484603e-07,0.999999017850085,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_ac3ba8476104--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_CpuPercent,4,3.273833054484603e-07,0.9999993452333905,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2fa7eaebac26--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_NetworkRxBytes,1,8.184582636211508e-08,0.9999994270792169,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_f861998c398e--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkTxBytes,1,8.184582636211508e-08,0.9999995089250432,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_f861998c398e--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkRxBytes,1,8.184582636211508e-08,0.9999995907708695,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_f861998c398e--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemUsage,1,8.184582636211508e-08,0.9999996726166959,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_f861998c398e--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemPercent,1,8.184582636211508e-08,0.9999997544625222,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_f861998c398e--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemLimit,1,8.184582636211508e-08,0.9999998363083485,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_f861998c398e--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_CpuPercent,1,8.184582636211508e-08,0.9999999181541749,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_76d31070b844--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_NetworkRxBytes,1,8.184582636211508e-08,1.0000000000000013,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
